,u,i,ts,label,idx
6500,426,1342,41,0,6501
6501,1327,1277,41,0,6502
6502,865,171,41,0,6503
6503,171,865,41,0,6504
6504,348,171,41,0,6505
6505,171,348,41,0,6506
6506,895,7,41,0,6507
6507,1359,1317,41,0,6508
6508,7,895,41,0,6509
6509,1394,581,41,0,6510
6510,581,1394,41,0,6511
6511,65,74,41,0,6512
6512,1282,413,41,0,6513
6513,413,1282,41,0,6514
6514,1394,429,41,0,6515
6515,429,1394,41,0,6516
6516,842,689,41,0,6517
6517,378,965,41,0,6518
6518,689,842,41,0,6519
6519,865,1397,41,0,6520
6520,241,1394,41,0,6521
6521,761,1145,41,0,6522
6522,456,1282,41,0,6523
6523,1282,456,41,0,6524
6524,735,27,41,0,6525
6525,27,1398,41,0,6526
6526,1399,27,41,0,6527
6527,27,1315,41,0,6528
6528,923,1307,41,0,6529
6529,1307,923,41,0,6530
6530,1279,31,41,0,6531
6531,31,1279,41,0,6532
6532,1279,1355,41,0,6533
6533,1355,1279,41,0,6534
6534,1122,501,41,0,6535
6535,31,689,41,0,6536
6536,1335,483,41,0,6537
6537,171,1334,41,0,6538
6538,112,1355,41,0,6539
6539,1355,112,41,0,6540
6540,28,1400,41,0,6541
6541,1400,28,41,0,6542
6542,1334,171,41,0,6543
6543,1075,1307,41,0,6544
6544,1307,1075,41,0,6545
6545,231,1143,41,0,6546
6546,1329,1277,41,0,6547
6547,1397,1396,41,0,6548
6548,1396,1397,41,0,6549
6549,735,1163,41,0,6550
6550,1163,735,41,0,6551
6551,1315,27,41,0,6552
6552,689,31,41,0,6553
6553,689,99,41,0,6554
6554,1122,854,42,0,6555
6555,854,1122,42,0,6556
6556,125,1342,42,0,6557
6557,99,171,42,0,6558
6558,171,99,42,0,6559
6559,429,314,42,0,6560
6560,314,429,42,0,6561
6561,1342,429,42,0,6562
6562,429,1342,42,0,6563
6563,1342,125,42,0,6564
6564,854,1402,42,0,6565
6565,1402,854,42,0,6566
6566,854,792,42,0,6567
6567,12,689,42,0,6568
6568,1158,1161,42,0,6569
6569,1161,1158,42,0,6570
6570,27,1403,42,0,6571
6571,27,1399,42,0,6572
6572,27,1397,42,0,6573
6573,1397,27,42,0,6574
6574,270,1352,42,0,6575
6575,270,1268,42,0,6576
6576,270,1103,42,0,6577
6577,270,1105,42,0,6578
6578,24,1161,42,0,6579
6579,1401,1335,42,0,6580
6580,1401,1161,42,0,6581
6581,1161,1401,42,0,6582
6582,1161,24,42,0,6583
6583,1355,1404,42,0,6584
6584,1335,1401,42,0,6585
6585,1404,1355,42,0,6586
6586,1327,1370,42,0,6587
6587,1370,1327,42,0,6588
6588,41,27,42,0,6589
6589,27,41,42,0,6590
6590,1277,1329,42,0,6591
6591,1277,429,42,0,6592
6592,429,1277,42,0,6593
6593,897,1262,42,0,6594
6594,1262,897,42,0,6595
6595,1262,792,42,0,6596
6596,99,1307,42,0,6597
6597,1307,99,42,0,6598
6598,1153,588,42,0,6599
6599,27,1405,42,0,6600
6600,28,1402,42,0,6601
6601,1402,28,42,0,6602
6602,881,429,42,0,6603
6603,429,881,42,0,6604
6604,400,270,42,0,6605
6605,1054,1345,42,0,6606
6606,1399,69,42,0,6607
6607,1335,270,42,0,6608
6608,1277,882,42,0,6609
6609,882,1277,42,0,6610
6610,689,12,42,0,6611
6611,27,1375,42,0,6612
6612,171,1298,42,0,6613
6613,1375,27,42,0,6614
6614,1342,1406,42,0,6615
6615,1406,1342,42,0,6616
6616,1122,1407,42,0,6617
6617,842,265,42,0,6618
6618,1122,1277,42,0,6619
6619,1277,1122,42,0,6620
6620,265,429,42,0,6621
6621,429,265,42,0,6622
6622,1407,1122,42,0,6623
6623,426,842,42,0,6624
6624,1054,842,42,0,6625
6625,881,166,42,0,6626
6626,166,881,42,0,6627
6627,1313,84,42,0,6628
6628,31,1311,42,0,6629
6629,27,1404,42,0,6630
6630,27,1408,42,0,6631
6631,27,1409,42,0,6632
6632,1409,27,42,0,6633
6633,1345,1353,42,0,6634
6634,204,104,42,0,6635
6635,27,1410,42,0,6636
6636,1410,27,42,0,6637
6637,507,1335,42,0,6638
6638,1345,665,42,0,6639
6639,1368,735,42,0,6640
6640,665,1345,42,0,6641
6641,1343,865,42,0,6642
6642,1335,507,42,0,6643
6643,624,1401,42,0,6644
6644,1325,1411,42,0,6645
6645,1411,1325,42,0,6646
6646,746,552,42,0,6647
6647,552,746,42,0,6648
6648,69,1399,42,0,6649
6649,735,1412,43,0,6650
6650,1412,735,43,0,6651
6651,865,1343,43,0,6652
6652,1355,547,43,0,6653
6653,547,1355,43,0,6654
6654,1409,1413,43,0,6655
6655,1413,1409,43,0,6656
6656,1355,125,43,0,6657
6657,125,1355,43,0,6658
6658,187,1327,43,0,6659
6659,1397,978,43,0,6660
6660,27,1177,43,0,6661
6661,27,735,43,0,6662
6662,978,1397,43,0,6663
6663,507,1414,43,0,6664
6664,507,1343,43,0,6665
6665,507,1409,43,0,6666
6666,241,1414,43,0,6667
6667,1414,507,43,0,6668
6668,1414,241,43,0,6669
6669,1405,27,43,0,6670
6670,1,1405,43,0,6671
6671,1307,647,43,0,6672
6672,552,1355,43,0,6673
6673,1355,552,43,0,6674
6674,1177,27,43,0,6675
6675,1327,189,43,0,6676
6676,189,1327,43,0,6677
6677,1414,1415,43,0,6678
6678,1415,1414,43,0,6679
6679,7,378,43,0,6680
6680,1161,1294,43,0,6681
6681,1294,1161,43,0,6682
6682,1307,1416,43,0,6683
6683,1416,1307,43,0,6684
6684,624,1294,43,0,6685
6685,27,1417,43,0,6686
6686,27,1418,43,0,6687
6687,1177,511,43,0,6688
6688,511,1177,43,0,6689
6689,842,1396,43,0,6690
6690,842,1307,43,0,6691
6691,1307,842,43,0,6692
6692,1294,1177,43,0,6693
6693,1177,1294,43,0,6694
6694,1177,1416,43,0,6695
6695,1416,1177,43,0,6696
6696,978,842,43,0,6697
6697,1304,1364,43,0,6698
6698,1364,1304,43,0,6699
6699,533,1419,43,0,6700
6700,1419,533,43,0,6701
6701,1177,865,43,0,6702
6702,31,1343,43,0,6703
6703,1343,31,43,0,6704
6704,1416,1364,43,0,6705
6705,1161,233,43,0,6706
6706,1177,1313,43,0,6707
6707,1177,1260,43,0,6708
6708,1260,1177,43,0,6709
6709,1420,1177,43,0,6710
6710,1345,507,43,0,6711
6711,1422,1397,43,0,6712
6712,1397,1422,43,0,6713
6713,1327,552,43,0,6714
6714,552,1327,43,0,6715
6715,601,1419,43,0,6716
6716,1313,1423,43,0,6717
6717,1313,1177,43,0,6718
6718,1212,1424,43,0,6719
6719,1424,1212,43,0,6720
6720,1327,1425,43,0,6721
6721,1425,1327,43,0,6722
6722,1355,1358,43,0,6723
6723,1419,601,43,0,6724
6724,1161,1409,43,0,6725
6725,1409,1161,43,0,6726
6726,1054,1358,44,0,6727
6727,1358,1054,44,0,6728
6728,1358,1355,44,0,6729
6729,1355,1426,44,0,6730
6730,1426,1355,44,0,6731
6731,1342,1405,44,0,6732
6732,1405,1342,44,0,6733
6733,1355,410,44,0,6734
6734,1355,1428,44,0,6735
6735,1428,1355,44,0,6736
6736,1355,1429,44,0,6737
6737,1429,1355,44,0,6738
6738,1277,1355,44,0,6739
6739,501,233,44,0,6740
6740,1416,1430,44,0,6741
6741,76,1422,44,0,6742
6742,76,496,44,0,6743
6743,1430,1416,44,0,6744
6744,1294,1431,44,0,6745
6745,1431,1294,44,0,6746
6746,1327,1294,44,0,6747
6747,27,1432,44,0,6748
6748,378,1433,44,0,6749
6749,1432,27,44,0,6750
6750,1294,665,44,0,6751
6751,1158,1250,44,0,6752
6752,1250,1158,44,0,6753
6753,1145,1277,44,0,6754
6754,166,1434,44,0,6755
6755,1434,166,44,0,6756
6756,233,665,44,0,6757
6757,665,233,44,0,6758
6758,1426,1435,44,0,6759
6759,1435,1426,44,0,6760
6760,31,1336,44,0,6761
6761,1336,31,44,0,6762
6762,27,1421,44,0,6763
6763,1421,27,44,0,6764
6764,27,1436,44,0,6765
6765,1122,842,44,0,6766
6766,1436,27,44,0,6767
6767,1436,84,44,0,6768
6768,527,507,44,0,6769
6769,507,527,44,0,6770
6770,527,1435,44,0,6771
6771,881,552,44,0,6772
6772,552,881,44,0,6773
6773,507,1437,44,0,6774
6774,1437,507,44,0,6775
6775,1435,527,44,0,6776
6776,1294,1438,44,0,6777
6777,1438,1294,44,0,6778
6778,552,1277,44,0,6779
6779,1277,552,44,0,6780
6780,148,1335,44,0,6781
6781,670,842,44,0,6782
6782,1423,1313,44,0,6783
6783,527,1177,44,0,6784
6784,1177,527,44,0,6785
6785,1177,1212,44,0,6786
6786,1212,1177,44,0,6787
6787,1177,1439,44,0,6788
6788,1439,1177,44,0,6789
6789,1307,1440,44,0,6790
6790,1440,1307,44,0,6791
6791,1335,148,44,0,6792
6792,552,112,44,0,6793
6793,112,821,44,0,6794
6794,112,552,44,0,6795
6795,1177,665,44,0,6796
6796,665,1177,44,0,6797
6797,665,27,44,0,6798
6798,27,665,44,0,6799
6799,210,1435,44,0,6800
6800,1435,210,44,0,6801
6801,1345,1437,44,0,6802
6802,27,1440,44,0,6803
6803,1440,27,44,0,6804
6804,1437,1345,44,0,6805
6805,27,1441,44,0,6806
6806,27,1442,44,0,6807
6807,1345,1415,44,0,6808
6808,1342,31,44,0,6809
6809,842,1342,44,0,6810
6810,1327,1161,44,0,6811
6811,1327,1122,44,0,6812
6812,1364,1416,45,0,6813
6813,146,14,45,0,6814
6814,241,348,45,0,6815
6815,348,241,45,0,6816
6816,1441,27,45,0,6817
6817,27,783,45,0,6818
6818,783,27,45,0,6819
6819,1364,783,45,0,6820
6820,783,1364,45,0,6821
6821,1277,1312,45,0,6822
6822,1312,1277,45,0,6823
6823,270,1327,45,0,6824
6824,241,865,45,0,6825
6825,865,241,45,0,6826
6826,27,241,45,0,6827
6827,241,27,45,0,6828
6828,7,426,45,0,6829
6829,426,7,45,0,6830
6830,501,1122,45,0,6831
6831,501,1,45,0,6832
6832,501,1444,45,0,6833
6833,1345,1446,45,0,6834
6834,1446,1345,45,0,6835
6835,1444,501,45,0,6836
6836,507,314,45,0,6837
6837,314,507,45,0,6838
6838,31,737,45,0,6839
6839,1177,737,45,0,6840
6840,737,1177,45,0,6841
6841,1177,1444,45,0,6842
6842,1444,1177,45,0,6843
6843,27,1444,45,0,6844
6844,1444,27,45,0,6845
6845,1415,1345,45,0,6846
6846,1122,1345,45,0,6847
6847,241,1177,45,0,6848
6848,1177,241,45,0,6849
6849,1431,997,45,0,6850
6850,241,7,45,0,6851
6851,1177,484,45,0,6852
6852,7,241,45,0,6853
6853,484,1177,45,0,6854
6854,400,1447,45,0,6855
6855,241,1431,45,0,6856
6856,1431,241,45,0,6857
6857,241,1448,45,0,6858
6858,1448,241,45,0,6859
6859,241,1449,45,0,6860
6860,1449,241,45,0,6861
6861,6,241,45,0,6862
6862,241,6,45,0,6863
6863,241,1405,45,0,6864
6864,1405,241,45,0,6865
6865,1444,484,45,0,6866
6866,484,1444,45,0,6867
6867,1355,1435,45,0,6868
6868,27,1248,45,0,6869
6869,241,1451,45,0,6870
6870,1451,241,45,0,6871
6871,1355,1334,45,0,6872
6872,1248,27,45,0,6873
6873,1345,1338,45,0,6874
6874,1431,94,45,0,6875
6875,501,1431,45,0,6876
6876,1431,501,45,0,6877
6877,1396,507,45,0,6878
6878,31,1177,45,0,6879
6879,1177,31,45,0,6880
6880,1342,1182,46,0,6881
6881,1182,1342,46,0,6882
6882,1161,1327,46,0,6883
6883,1444,1345,46,0,6884
6884,1345,1444,46,0,6885
6885,1277,1452,46,0,6886
6886,1452,1277,46,0,6887
6887,1396,484,46,0,6888
6888,1422,241,46,0,6889
6889,241,1422,46,0,6890
6890,31,1435,46,0,6891
6891,1435,31,46,0,6892
6892,507,1396,46,0,6893
6893,1396,842,46,0,6894
6894,1448,31,46,0,6895
6895,31,1448,46,0,6896
6896,27,1395,46,0,6897
6897,1177,1400,46,0,6898
6898,1450,1177,46,0,6899
6899,1400,1177,46,0,6900
6900,1435,1453,46,0,6901
6901,595,1435,46,0,6902
6902,1453,1435,46,0,6903
6903,1345,1362,46,0,6904
6904,483,717,46,0,6905
6905,1454,506,46,0,6906
6906,1435,1355,46,0,6907
6907,1355,1161,46,0,6908
6908,1161,1355,46,0,6909
6909,1355,94,46,0,6910
6910,27,1455,46,0,6911
6911,27,1456,46,0,6912
6912,1442,27,46,0,6913
6913,270,1345,46,0,6914
6914,1122,1327,46,0,6915
6915,426,1345,47,0,6916
6916,1345,426,47,0,6917
6917,31,1458,47,0,6918
6918,1458,31,47,0,6919
6919,1458,783,47,0,6920
6920,783,1458,47,0,6921
6921,783,1307,47,0,6922
6922,1307,783,47,0,6923
6923,1311,783,47,0,6924
6924,783,1311,47,0,6925
6925,501,1445,47,0,6926
6926,65,1459,47,0,6927
6927,1445,501,47,0,6928
6928,1431,1327,47,0,6929
6929,1345,988,47,0,6930
6930,988,1345,47,0,6931
6931,1334,1355,47,0,6932
6932,1345,1460,47,0,6933
6933,1460,1345,47,0,6934
6934,735,506,47,0,6935
6935,735,1461,47,0,6936
6936,735,1420,47,0,6937
6937,1342,1445,47,0,6938
6938,1420,735,47,0,6939
6939,27,1463,47,0,6940
6940,1431,506,47,0,6941
6941,1262,507,47,0,6942
6942,1457,1464,47,0,6943
6943,1464,1457,47,0,6944
6944,1464,27,47,0,6945
6945,1422,1345,47,0,6946
6946,1422,1342,47,0,6947
6947,1435,865,47,0,6948
6948,854,1345,47,0,6949
6949,1345,854,47,0,6950
6950,1435,507,47,0,6951
6951,507,1435,47,0,6952
6952,1465,1345,47,0,6953
6953,1465,1466,47,0,6954
6954,1466,1467,47,0,6955
6955,1466,1457,47,0,6956
6956,1466,1465,47,0,6957
6957,1457,1466,47,0,6958
6958,1013,737,47,0,6959
6959,737,1013,47,0,6960
6960,685,1345,47,0,6961
6961,1345,685,47,0,6962
6962,31,1465,47,0,6963
6963,1465,31,47,0,6964
6964,1345,1466,47,0,6965
6965,1468,1345,47,0,6966
6966,530,601,47,0,6967
6967,1345,166,47,0,6968
6968,166,1468,47,0,6969
6969,1468,166,47,0,6970
6970,735,1395,48,0,6971
6971,735,1462,48,0,6972
6972,1345,1465,48,0,6973
6973,1342,1422,48,0,6974
6974,1457,865,48,0,6975
6975,1457,1353,48,0,6976
6976,1345,1469,48,0,6977
6977,1466,1277,48,0,6978
6978,1436,308,48,0,6979
6979,1445,1277,48,0,6980
6980,1436,496,48,0,6981
6981,1277,1466,48,0,6982
6982,1466,1438,48,0,6983
6983,1158,1438,48,0,6984
6984,1438,1158,48,0,6985
6985,1466,1345,48,0,6986
6986,865,1457,48,0,6987
6987,865,1435,48,0,6988
6988,1438,1466,48,0,6989
6989,1471,1472,48,0,6990
6990,1345,1471,48,0,6991
6991,1472,1471,48,0,6992
6992,84,67,48,0,6993
6993,601,530,48,0,6994
6994,27,1464,48,0,6995
6995,1177,1288,48,0,6996
6996,1288,1177,48,0,6997
6997,1470,1304,48,0,6998
6998,1313,854,48,0,6999
6999,1371,1471,48,0,7000
7000,1471,1371,48,0,7001
7001,1345,430,48,0,7002
7002,430,1345,48,0,7003
7003,1345,1422,48,0,7004
7004,507,1262,48,0,7005
7005,1342,1282,48,0,7006
7006,84,185,48,0,7007
7007,1345,682,48,0,7008
7008,27,1427,48,0,7009
7009,1427,27,48,0,7010
7010,1427,1345,49,0,7011
7011,1345,1427,49,0,7012
7012,84,1,49,0,7013
7013,84,21,49,0,7014
7014,84,136,49,0,7015
7015,84,82,49,0,7016
7016,84,735,49,0,7017
7017,84,1313,49,0,7018
7018,4,895,49,0,7019
7019,507,1475,49,0,7020
7020,1475,507,49,0,7021
7021,164,1476,49,0,7022
7022,501,1475,49,0,7023
7023,1475,501,49,0,7024
7024,507,1427,49,0,7025
7025,1427,507,49,0,7026
7026,1277,265,49,0,7027
7027,265,1277,49,0,7028
7028,6,647,49,0,7029
7029,84,1477,49,0,7030
7030,84,44,49,0,7031
7031,1477,84,49,0,7032
7032,27,1475,49,0,7033
7033,1475,27,49,0,7034
7034,311,1345,49,0,7035
7035,1345,311,49,0,7036
7036,311,1475,49,0,7037
7037,1475,311,49,0,7038
7038,1345,6,49,0,7039
7039,865,1478,49,0,7040
7040,7,18,49,0,7041
7041,623,625,49,0,7042
7042,625,623,49,0,7043
7043,1448,1345,49,0,7044
7044,1345,1448,49,0,7045
7045,1345,501,49,0,7046
7046,1177,1420,49,0,7047
7047,897,1479,49,0,7048
7048,27,311,49,0,7049
7049,1479,897,49,0,7050
7050,311,27,49,0,7051
7051,1345,506,49,0,7052
7052,204,506,49,0,7053
7053,1345,1480,49,0,7054
7054,1312,865,49,0,7055
7055,1312,792,49,0,7056
7056,27,1481,49,0,7057
7057,746,1345,49,0,7058
7058,1342,32,49,0,7059
7059,1345,792,49,0,7060
7060,1409,1427,49,0,7061
7061,1427,1409,49,0,7062
7062,46,1431,49,0,7063
7063,1431,46,49,0,7064
7064,1345,1482,49,0,7065
7065,1482,1345,49,0,7066
7066,1414,1345,49,0,7067
7067,31,678,50,0,7068
7068,678,31,50,0,7069
7069,1345,1483,50,0,7070
7070,1345,1470,50,0,7071
7071,1355,737,50,0,7072
7072,314,27,50,0,7073
7073,1345,1431,50,0,7074
7074,1431,1345,50,0,7075
7075,1431,1355,50,0,7076
7076,1445,1483,50,0,7077
7077,1483,1445,50,0,7078
7078,1483,1355,50,0,7079
7079,27,552,50,0,7080
7080,1322,1484,50,0,7081
7081,1484,1322,50,0,7082
7082,1345,1474,50,0,7083
7083,1474,1345,50,0,7084
7084,1294,1485,50,0,7085
7085,1322,1277,50,0,7086
7086,1277,1322,50,0,7087
7087,1485,1294,50,0,7088
7088,1345,1351,50,0,7089
7089,1294,506,50,0,7090
7090,1345,1486,50,0,7091
7091,1486,1345,50,0,7092
7092,552,1370,50,0,7093
7093,1371,1487,50,0,7094
7094,1487,1371,50,0,7095
7095,1370,552,50,0,7096
7096,1371,1345,50,0,7097
7097,1345,1371,50,0,7098
7098,1483,27,50,0,7099
7099,1355,1488,50,0,7100
7100,1488,1355,50,0,7101
7101,270,1161,50,0,7102
7102,1277,1487,50,0,7103
7103,1487,1277,50,0,7104
7104,1431,1489,50,0,7105
7105,1431,1482,50,0,7106
7106,1482,1431,50,0,7107
7107,1489,1431,50,0,7108
7108,1177,204,50,0,7109
7109,1487,1490,50,0,7110
7110,11,1491,50,0,7111
7111,1491,11,50,0,7112
7112,27,1491,50,0,7113
7113,1491,27,50,0,7114
7114,204,735,50,0,7115
7115,204,1177,50,0,7116
7116,1355,496,50,0,7117
7117,270,1322,50,0,7118
7118,1489,241,50,0,7119
7119,27,1492,50,0,7120
7120,1277,1370,50,0,7121
7121,1370,1277,50,0,7122
7122,1312,1311,50,0,7123
7123,1311,1312,50,0,7124
7124,1312,1355,50,0,7125
7125,842,1355,50,0,7126
7126,1345,1370,50,0,7127
7127,1355,1483,50,0,7128
7128,1478,865,50,0,7129
7129,865,1493,50,0,7130
7130,1493,865,50,0,7131
7131,1493,1355,50,0,7132
7132,1277,1345,50,0,7133
7133,1345,129,50,0,7134
7134,1483,1345,50,0,7135
7135,1370,1345,50,0,7136
7136,1345,1494,50,0,7137
7137,27,1483,50,0,7138
7138,7,1345,51,0,7139
7139,11,1495,51,0,7140
7140,1495,11,51,0,7141
7141,1312,1496,51,0,7142
7142,1496,1312,51,0,7143
7143,1311,1445,51,0,7144
7144,1445,1311,51,0,7145
7145,1311,27,51,0,7146
7146,27,1311,51,0,7147
7147,27,1497,51,0,7148
7148,27,1498,51,0,7149
7149,1312,1342,51,0,7150
7150,1355,1312,51,0,7151
7151,1355,1204,51,0,7152
7152,1204,1355,51,0,7153
7153,1307,1421,51,0,7154
7154,1421,1307,51,0,7155
7155,1355,588,51,0,7156
7156,588,1355,51,0,7157
7157,1205,1342,51,0,7158
7158,1342,1205,51,0,7159
7159,1277,1499,51,0,7160
7160,1499,1277,51,0,7161
7161,1307,1500,51,0,7162
7162,1500,1307,51,0,7163
7163,1311,426,51,0,7164
7164,426,1311,51,0,7165
7165,1501,1355,51,0,7166
7166,1501,1177,51,0,7167
7167,1501,1483,51,0,7168
7168,1501,1470,51,0,7169
7169,1501,1502,51,0,7170
7170,1502,1501,51,0,7171
7171,620,1503,51,0,7172
7172,1345,1504,51,0,7173
7173,1504,1345,51,0,7174
7174,27,1505,51,0,7175
7175,27,1506,51,0,7176
7176,27,1502,51,0,7177
7177,1502,27,51,0,7178
7178,1506,27,51,0,7179
7179,1505,27,51,0,7180
7180,1177,1507,51,0,7181
7181,735,1508,51,0,7182
7182,735,1436,51,0,7183
7183,1508,735,51,0,7184
7184,735,1497,51,0,7185
7185,1497,1478,51,0,7186
7186,1497,735,51,0,7187
7187,76,1448,51,0,7188
7188,1448,76,51,0,7189
7189,76,1509,51,0,7190
7190,1509,76,51,0,7191
7191,27,1510,51,0,7192
7192,1177,1501,51,0,7193
7193,1436,1497,51,0,7194
7194,1497,1436,51,0,7195
7195,1510,27,51,0,7196
7196,1506,1502,51,0,7197
7197,1502,1506,51,0,7198
7198,1436,735,51,0,7199
7199,1177,28,51,0,7200
7200,28,1177,51,0,7201
7201,1177,1508,51,0,7202
7202,1501,1497,51,0,7203
7203,1327,506,51,0,7204
7204,1345,1511,52,0,7205
7205,1511,1345,52,0,7206
7206,1370,1294,52,0,7207
7207,1483,1501,52,0,7208
7208,1345,1312,52,0,7209
7209,1483,1294,52,0,7210
7210,1294,1483,52,0,7211
7211,1499,1,52,0,7212
7212,1,1499,52,0,7213
7213,1484,1294,52,0,7214
7214,1294,1484,52,0,7215
7215,1294,1355,52,0,7216
7216,1355,1512,52,0,7217
7217,1478,1294,52,0,7218
7218,1277,1311,52,0,7219
7219,762,1513,52,0,7220
7220,1513,762,52,0,7221
7221,1294,1506,52,0,7222
7222,1506,1294,52,0,7223
7223,552,27,52,0,7224
7224,1478,1514,52,0,7225
7225,1312,1345,52,0,7226
7226,1514,426,52,0,7227
7227,1,1515,52,0,7228
7228,1515,1,52,0,7229
7229,27,1516,52,0,7230
7230,1515,1506,52,0,7231
7231,146,1294,52,0,7232
7232,1294,146,52,0,7233
7233,27,1515,52,0,7234
7234,1362,1345,52,0,7235
7235,1515,27,52,0,7236
7236,1507,1177,52,0,7237
7237,1345,1311,52,0,7238
7238,1497,1501,52,0,7239
7239,1277,1445,52,0,7240
7240,1355,27,52,0,7241
7241,27,1355,52,0,7242
7242,1497,1506,52,0,7243
7243,1497,1345,52,0,7244
7244,1506,1497,52,0,7245
7245,1345,1497,52,0,7246
7246,29,1294,52,0,7247
7247,1294,29,52,0,7248
7248,1478,1497,52,0,7249
7249,1342,29,52,0,7250
7250,29,1342,52,0,7251
7251,1342,1515,52,0,7252
7252,140,1422,52,0,7253
7253,533,1517,52,0,7254
7254,1517,533,52,0,7255
7255,1479,1506,52,0,7256
7256,1478,1499,52,0,7257
7257,1499,1478,52,0,7258
7258,1307,1342,52,0,7259
7259,1342,1307,52,0,7260
7260,27,1518,52,0,7261
7261,27,1519,52,0,7262
7262,1342,1520,52,0,7263
7263,31,1470,52,0,7264
7264,1342,1506,52,0,7265
7265,1506,1342,52,0,7266
7266,1,1345,52,0,7267
7267,1334,1477,52,0,7268
7268,1477,1334,52,0,7269
7269,1479,1342,52,0,7270
7270,1497,1520,52,0,7271
7271,1520,1497,52,0,7272
7272,1355,1497,52,0,7273
7273,1497,1355,52,0,7274
7274,1506,1515,52,0,7275
7275,1506,1521,52,0,7276
7276,1470,31,52,0,7277
7277,1342,1479,52,0,7278
7278,27,1342,52,0,7279
7279,1342,27,52,0,7280
7280,1342,1328,52,0,7281
7281,1328,1342,52,0,7282
7282,1177,1342,52,0,7283
7283,501,1307,52,0,7284
7284,1307,501,52,0,7285
7285,1470,1345,52,0,7286
7286,507,1506,53,0,7287
7287,1506,507,53,0,7288
7288,1460,1355,53,0,7289
7289,1518,27,53,0,7290
7290,1294,46,53,0,7291
7291,46,1294,53,0,7292
7292,1307,1525,53,0,7293
7293,1525,1307,53,0,7294
7294,1526,1525,53,0,7295
7295,1525,1526,53,0,7296
7296,1525,1345,53,0,7297
7297,1355,1513,53,0,7298
7298,1513,1355,53,0,7299
7299,1520,1527,53,0,7300
7300,1527,1520,53,0,7301
7301,1342,1528,53,0,7302
7302,7,1483,53,0,7303
7303,1483,7,53,0,7304
7304,1524,506,53,0,7305
7305,98,1529,53,0,7306
7306,98,1,53,0,7307
7307,1,98,53,0,7308
7308,1,311,53,0,7309
7309,311,1,53,0,7310
7310,1487,430,53,0,7311
7311,430,1487,53,0,7312
7312,735,1530,53,0,7313
7313,501,746,53,0,7314
7314,746,501,53,0,7315
7315,1436,1342,53,0,7316
7316,1513,1532,53,0,7317
7317,1532,1513,53,0,7318
7318,1530,735,53,0,7319
7319,1523,1487,53,0,7320
7320,1487,1523,53,0,7321
7321,1527,1534,53,0,7322
7322,1523,1502,53,0,7323
7323,865,1535,53,0,7324
7324,1342,1536,53,0,7325
7325,1536,1342,53,0,7326
7326,1502,1523,53,0,7327
7327,1523,1501,53,0,7328
7328,1506,1479,53,0,7329
7329,1501,1523,53,0,7330
7330,1520,1537,53,0,7331
7331,1537,1520,53,0,7332
7332,1501,1531,53,0,7333
7333,1531,1501,53,0,7334
7334,1355,31,53,0,7335
7335,31,1355,53,0,7336
7336,1514,1500,53,0,7337
7337,1500,1514,53,0,7338
7338,1436,1311,53,0,7339
7339,27,1538,53,0,7340
7340,1538,27,53,0,7341
7341,1501,1539,53,0,7342
7342,1539,1501,53,0,7343
7343,1523,1540,53,0,7344
7344,1540,1523,53,0,7345
7345,1,1312,53,0,7346
7346,1312,1,53,0,7347
7347,1277,1541,53,0,7348
7348,1541,1277,53,0,7349
7349,1355,842,53,0,7350
7350,1478,1277,53,0,7351
7351,1277,1478,53,0,7352
7352,1533,1542,53,0,7353
7353,1542,1533,53,0,7354
7354,1345,1484,53,0,7355
7355,1484,1345,53,0,7356
7356,1501,1542,53,0,7357
7357,735,1313,53,0,7358
7358,735,1177,53,0,7359
7359,735,84,53,0,7360
7360,1523,1543,53,0,7361
7361,1543,1523,53,0,7362
7362,1523,1544,53,0,7363
7363,1523,1545,53,0,7364
7364,1545,1523,53,0,7365
7365,833,27,53,0,7366
7366,1542,1546,53,0,7367
7367,27,833,53,0,7368
7368,1536,1547,54,0,7369
7369,1547,1536,54,0,7370
7370,1261,1294,54,0,7371
7371,1355,1531,54,0,7372
7372,1494,1345,54,0,7373
7373,735,1520,54,0,7374
7374,27,1550,54,0,7375
7375,27,1551,54,0,7376
7376,1520,735,54,0,7377
7377,1345,511,54,0,7378
7378,511,1345,54,0,7379
7379,897,1277,54,0,7380
7380,1277,897,54,0,7381
7381,1550,27,54,0,7382
7382,1523,1282,54,0,7383
7383,1282,1523,54,0,7384
7384,1523,1553,54,0,7385
7385,1553,1523,54,0,7386
7386,507,1553,54,0,7387
7387,1553,507,54,0,7388
7388,1460,865,54,0,7389
7389,1553,1345,54,0,7390
7390,1523,1554,54,0,7391
7391,1554,1523,54,0,7392
7392,1345,1553,54,0,7393
7393,1531,1355,54,0,7394
7394,1345,1531,54,0,7395
7395,1525,1555,54,0,7396
7396,1277,1556,54,0,7397
7397,1523,1555,54,0,7398
7398,1555,1523,54,0,7399
7399,1550,1513,54,0,7400
7400,1513,1550,54,0,7401
7401,1529,1557,54,0,7402
7402,27,1558,54,0,7403
7403,1523,1552,54,0,7404
7404,735,1559,54,0,7405
7405,1345,746,54,0,7406
7406,1559,735,54,0,7407
7407,6,1345,54,0,7408
7408,1542,1560,54,0,7409
7409,1560,1542,54,0,7410
7410,1436,1561,54,0,7411
7411,1561,1436,54,0,7412
7412,1550,1523,54,0,7413
7413,1523,1550,54,0,7414
